id	tgt_text
audio_0_56	▁ l ▁ k n 2 2 ▁ 2
audio_0_97	▁ഉപ ഗ ര പപ കൾ ▁അടസഥന പര മയ ▁ ഉ ത പ ദ ന ▁ ദ ർ ഘ യ ▁എനന ണ ▁ അ ർ ത ഥ മ കകനന ത
audio_0_40	▁ 0 3 ▁മലയ മളള ▁ഒര ▁ഷഫററ ▁വ യ സ തത കകറചച ▁ഡസ ൻ ▁വ ശ തത നറ ▁ അ ർ ത ഥ ▁ഷഫററ ന ▁ 0
audio_0_88	▁അത ▁ ക ടട ർ ▁ ഇ നറ ▁ ത യ മ ന ▁ഉണടക ക
audio_0_84	▁ഒര ▁ മ ല ല ച യ ത ▁ഉൽപപനന തത കകറചച ▁അടസഥന പര മയ ▁ f a c e ▁മലലഗ ▁ ഓ പപ റ ഷ ൻ ▁ ന ട തത നന തന കകറചച ▁നങങൾകകറയ ▁ ത ട ർ നന ▁ മനന ▁ ന ല ▁മലലഗ ▁ ഓ പപ റ ഷ ന ▁പര ശ ല ന ▁ ന ൽ ക നന ത ▁ഉൽപപനന തത ന ളള ൽ ▁ഒര ▁സ ല ടട ▁സ ഷ ട കക ൻ ▁പര ശ ല ന ▁ ന ൽ ക നന ത ▁ ഒ നന യരകക
audio_0_50	▁അതന ൽ ▁അതന ൽ ▁ ഏ ത ണട ▁ നറ ശ ത മ ന ▁സ ഹ ച ര യ ങങള ൽ ▁പ ർ ണ ണ മ ക ▁പരതയക ▁ ആ ട ര ബ യ ടട ▁പരമറററകള ട ▁രപകൽപപന ▁ ആ ട ര ബ യ ടട ▁ടളറൻസ കള മയ ളള ▁സ ഥ ര ത ▁ ആ ട ര ബ യ ടട ▁രപകൽപപന ▁ചയത ▁ഘടട ▁അതന ൽ ▁നങങൾ ▁പര മ ർ ശ ചച ത ▁അങങന യ ണ ▁ഗണനലവര ▁നഷട
audio_0_78	▁ ക ട ത ▁ r ▁ചർടട കള ൽ ▁ ഈ ▁ x ▁സ ഷ ട കകനന തന മ മപ ▁ഒര ൾ ▁ശര ദ ധ കക ണട ▁വ വ ധ ▁വ ശ ങങൾ ▁എന ത കക യ ണ നന ▁ ക ട ▁അത ൽ ▁കണ
audio_0_14	▁അതന ൽ ▁ അ ട തത ▁ഘടട ▁വ യ ക ത മയ ▁പരമറററകള ട ▁രപകൽപപനയ ണ
audio_0_37	▁അതന ൽ ▁നങങൾകക ▁ ക തത ര കക ന വ ല ല ▁പരസസ സ ▁ ക യ യ ൽ ▁നനന ▁ യ എ സ എ ൽ ▁അല ല ങ ക ൽ ▁ എ ൽ എ സ എ ൽ ▁സ പ സ ഫ ക കഷ ന ൽ ▁നനന ▁പ ക നന ▁അതന ൽ ▁ ഏ ത ങ ക ല ▁ടർഗററ ൽ ▁നനന ളള ▁വയതയന ▁എങങന യ ങ ക ല ▁ഒര ത ര ▁സചക മയ ▁ മ റ ണടതണട ▁ ഈ ▁പരതയക ▁ ക സ ▁ഗണനലവര ▁നഷട ▁എനന റ യ പപ ട നന
audio_0_73	▁ നന ദ
audio_0_77	▁അത ൽ ▁ റ കക ർ ഡ ഗ ന ▁ലവൽ ▁എങങന ▁ ച ർ കക ▁എനന തന കകറചച ▁സസരകകനന
audio_0_3	▁അതന ൽ ▁ഗണനലവര ▁നഷട പപ ട നന ത ▁ശര കക ▁സ ഭ വ കകനന ▁ടർഗററ ൽ ▁നനന ▁ഉൽപപനന തത നറ ▁പര വ ർ തത ന ▁സവശഷത കള ട ▁വയതയന ▁ഉണടക മപ ൾ ▁മലയ ങങൾ
audio_0_83	▁അതന ൽ ▁ ഉ ദ ഹ രണതതന ▁നങങൾ ▁ഒര ▁മലലഗ നറ ▁സ ല ടട ▁വ ത ▁ ന ര കഷ കകനന ▁എനന ▁വ ച ര ക കക
audio_0_33	▁അതന ൽ ▁പര മ പര ഗ ത വ ▁ ഏ ത മയ ▁ ര ണട ▁ ആ ശ യ ങങൾ ▁നങങൾ ▁പര ശ ധ കകകയ ണ ങ ക ൽ ▁ ട ഗ ചച ▁ഡസ ൻ ▁എനന ▁ ആ ശ യ ▁ അ വ ത ര പപ ചച തന ശ ഷ ▁നങങൾകക ▁അത ▁കണ ട തത ന ക ▁ അ ധ ക ▁സസററ ▁ഗണനലവര ▁ ന ര കഷ ണ ▁നങങൾകക ▁കറ ഞ ഞ ▁സവശഷത ▁എനന ▁വ ള കക പപ ട നന ▁ ഒ നന ▁ ഉ ണട യ ര നന ▁ അ പപ ർ ▁സ പ സ ഫ ക കഷ ൻ ▁പര ധ യ ല ▁പര ധ ▁ടർഗററ ▁മലയ ▁എനന വ ▁ ത മ മ ൽ ▁ എ വ ട യ ങ ക ല ▁ ആ യരകക ▁ l s l ▁ u s l
audio_0_71	▁പ കഷ ▁നമമൾ ▁പറയ ക ▁ ഭ നന സ ഖ യ ▁വ സതര ▁എനന ങ ങ ന യ ളള ▁ അ ഭ ക മയ മ ല ല തത ▁സ വ ഭ വ സ വ ശ ഷ ത കള കകറചച ▁സസരകകനന ▁അത ത ര തത ല ളള ▁സ ഹ ച ര യ തത ല ണ ▁ ന ല ല ത ▁അത ▁കറ ചച ▁ ബ ദ ധ മ ടട ണ ▁ടർഗററ ൽ ▁നനന ളള ▁വയതയന മയ ▁ഇത ▁മനസ സ ല കക ക
audio_0_55	▁ a v e r a g e ▁ q u a l i t y ▁ l o s s ▁ 1 n l ▁ l ▁ l
audio_0_30	▁ ഒ പപ ▁എനന ര നന ല ▁ഗണനലവര ▁നഷട പപ ട നന ത ല ട ▁ഗണനലവര ▁ മ ചച പപ ട തത നന ▁ ഈ ▁ഗണനലവര ▁ മ ചച പപ ട തത നന തന യ ▁വ ർ ദ ധ ചച വരനന ▁ ഉ ൽ പപ ദ ന ▁ഉണടക ▁ ക ർ ശ ന മയ ▁നലവര ▁പല ർ തത നന തന ▁പരകരയയ ൽ ▁ അ ധ ക മയ ▁ അ ട ചച ൽ പപ കകനന തന ൽ ▁ചല വ ▁പരകരയ
audio_0_39	▁അതന ൽ ▁ ഉ ദ ഹ രണതതന ▁ ഞ ൻ ▁സസര കകകയ ണ ങ ക ൽ ▁ഒര ▁ 0
audio_0_7	▁പ നന ട ▁അദദഹ തത നറ ▁ ര ത ▁വളര ▁പര ച ര തത ല ണട ▁പ ട ഞ ഞ റ ൻ ▁നങങൾകകറയ മ ▁അദദഹ തത ന ▁പല ർ കക ▁ഉപ ദ ശ ക ▁പ ദ വ ▁ ന ൽ ക മനന ▁ ബ ൽ ▁ ല ബ കൾ ▁ ബ യ ഗ ▁സ റ ക സ ▁എനന വ യ ൾ പപ ട ▁ ദ ർ ഘ ക ല തത കക ▁ ക മപ ന
audio_0_4	▁ ഈ ▁ ഫ ഗ ഷ ണ ൽ ▁സ വ ഭ വ സ വ ശ ഷ ത കൾ ▁ എ ത ര മ ത ര ▁തരഞഞടകക നന ▁എനന തന കകറചച ▁ഡസ ൻ ▁പര ശ ന ങങൾ ▁അല വ ൻ സ ▁പര വ ർ തത ന പര മയ ▁സ വ ഭ വ സ വ ശ ഷ ത കള ൽ ▁ഒര ▁ടളറൻസ ▁ ന ൽ ക ▁അല ല ങ ക ൽ ▁ഉപ ഭ ക ത വ നറ ▁ ആ വ ശ യ ▁ഇത ▁രപകൽപപനയ ട ▁അടസഥന തത ൽ ▁വ വ ർ തത ന ▁ചയയനന തന ക കൾ ▁ ക ട ത ല യരകക ണ ▁പരതയക ▁ഉൽപപനന തത നറ ▁രപകൽപപന
audio_0_41	▁ 9 9 7 ▁ മ ത ൽ ▁ 1
audio_0_95	▁അടസഥന പര മയ ▁ഇത ▁ശര കക ▁ ന ങങള ട ▁ശര ശ ര ▁ ഉ ൽ പ ദ ന ▁ ന ല യ ▁അടസഥന മ കക യ ളള ത ണ
audio_0_11	▁സസററ ▁രപകൽപപനയ കകറചച ▁സസര കക മപ ൾ ▁അത ▁നങങൾകകറയ മനന ▁അദദഹ ▁ അ ർ ത ഥ മ കക മപ ൾ ▁അത ▁പരകരയയ ണ ▁ഒര ▁അടസഥന ▁ ഫ ഗ ഷ ണ ൽ ▁പര ടട ട പപ ▁ഡസ ൻ ▁നർമമ കകനന തന ▁ ശ സതര യ ▁ അ റ വ ▁പര യ ഗ കകനന തന ളള ▁ ഇ പപ ൾ ▁ ഈ ▁ഘടട തത ൽ ▁പ ത യ ത ▁ മ ചച പപ ടട ത ▁ ആ യ ▁ ആ ശ യ ങങൾ ▁ ന ൽ ക നന തന യ ▁ ആ ശ യ ങങള ▁ ര ത കള ▁സ മ ന വ യ പപ ചച ര കകനന ▁ഉപ ഭ ക ത വ നറ ▁ഉൽപപനന ങങൾ ▁അത യ ത ▁അടസഥന ▁ഡസ ൻ ▁ ആ ശ യ ▁ ഈ ▁സ മയ തത ▁സ ഥ പ ചച ▁ ഭ ഗ ങങൾ ▁മററ ര യ ല കൾ ▁ഉപ സബ ല കൾ ▁എനന വ ▁തരഞഞടകക നന ത ൾ പപ ട യ ളള ▁ഘടട ▁പ റ തത കക
audio_0_58	▁അതന ൽ ▁നമമൾ ▁മലയ ങങൾ ▁ഒര മ ചച ▁ ശ ഖ ര കകകയ ണ ങ ക ൽ ▁പറയ ടട ▁അത യ ത ▁അതന ൽ ▁നങങൾ ▁ ഇ വ ട ▁കണകകകക ൻ ▁ശര മ കകനന ത ▁ ന ങങള മയ ▁ബനധപപടട ത ണ ▁ ര പപ പ ട തത യ ത ▁മലയ ങങള ൽ ▁ യ ഥ ർ ത ഥ യ ബ ധ മളള ത മയ ▁ ഈ ▁സ മ വ ക യ ▁ മ ഴ വ ൻ ▁ കക ര യ ▁ചയത ▁വ ത ര ണ തത കകറചച ▁നങങൾകക റയവനന ▁അത ത ര ▁സ ഥ ത വ വ ര കക ണ കക കള ട ▁പരമറററകള ട ▁പര ധ ന യ ▁കണ കക ല ട തത ▁ സററ ൻ ഡ ർ ഡ ▁ ഡ വ യ ഷ ന ല ▁ m e a n ▁ l i k e ▁എനന വ ▁പല
audio_0_8	▁അതന ൽ ▁ ട ഗ ചച ▁അടസഥന പര മയ ▁രപകൽപപന ▁ചയത ത നറ ▁ആദയ ▁വ ക ത വ യ ര നന ▁ഒര ▁ ഗ ണ പര മയ ▁നർമമ കക ൻ ▁കഴയ ക ▁ ര ത ▁അല ല ങ ക ൽ ▁ ഗ ണ പര മയ ▁ ര ത യ ൽ ▁നർമമ ചച ▁ഡസ ൻ ▁ഉൽപപനന ▁രപകൽപപനയ ▁നങങൾകക ▁വ ശ വ സ കക
audio_0_93	▁ ഇ വ ട ▁ഇത ▁വ ര യ ബ ള ണ ▁ഇത ▁പരകരയയ ട ▁ഗണനലവര തത നറ ▁പര ത ഫ ല ന ▁വ ര യ ബ ൾ ▁ ആ ണ
audio_0_70	▁അതന ൽ ▁നമമൾ ▁ ആ യരകക മപ ൾ ▁ഒര ▁ഷഫററ നറ ▁ ഡ മ ൻ ഷ ണ ൽ ▁ എ ത ര ▁എനന ങ ങ ന യ ളള ▁ ക വ ണട ററ ററ വ ▁പരമറററകള കകറചച ▁സസരകകനന ▁ടർഗററ ൽ ▁നനന ▁ അ ക ല ▁ശര ശ ര ▁ഗണനലവര ▁നഷട ▁ഒര പ കഷ ▁ അ ർ ത ഥ മ കകനന
audio_0_47	▁ടർഗററ ൽ ▁നനന ളള ▁വയതയന തത നറ ▁ചതര
audio_0_42	▁ 0 3 ▁വ ര ▁പ ക മനന ▁പറയ നന
audio_0_24	▁അതന ൽ ▁ഒര ▁വ ശ തത ▁നങങൾ ▁അത ▁ അ ഭ സബ ധ ന ▁ചയയണ ▁പര ശ ന വ ▁മററ ര ▁വ ശ തത ▁നങങൾ ▁ശബദ ▁ഘടക തത നറ ▁നയനതരണ ▁ അ ഭ സബ ധ ന ▁ചയയണ ▁അത ല ട ▁പരകടന ▁പല കക ൽ ▁ ഓ ര ▁ ത വ ണ യ ▁നങങൾകക ▁ അ റയവനന ▁ഒര ▁ ട ര ഡ നറ ▁കറ വ ണ ▁ ആ ▁ഘടട തത ൽ ▁ഒര ▁ഗണനലവര മളള ▁എഞച ന യ ർ കക ▁ ല ഭ കക ണട ▁പരമറററകൾ ▁ഡസ ൻ ▁ സററ ജ ▁ ത നന ▁ ന ർ ദ ദ ഷ ട ▁ഉൽപപനന ▁പല കകനന ▁ഒര ▁ ന ശ ച ത ▁നലവര ▁നലവര ▁പല ർ തത നന തന
audio_0_29	▁അതന ൽ ▁നങങൾ ▁ടർഗററ ന ▁വളര ▁ അ ട തത ളള ▁ടർഗററ ▁മലയ ങങൾ കക ▁ ച ററ മളള ▁ടളറൻസ കൾ ▁തരഞഞടകക ക ▁മലയ ങങൾ ▁അതന ൽ ▁പരമറററ ൽ ▁നനന ളള ▁ ഔ ടട പ ടട ൽ ▁ ന മ മ ത ര മയ ▁വയതയസ മ ണട ▁ആദയ ▁ഘടട തത ൽ ▁രപകൽപപന ▁ചയത വ യ ണ ▁അത ▁പരതയക മയ ▁ അ ന വ ദ ന യ മയ ▁കണകകകക ▁ഗണനലവര മളള ▁സസററ
audio_0_96	▁ഉപ ഗ ര പപ ▁വ ല പപ ▁വളര ▁ശര ദ ധ പ ർ വ വ ▁തരഞഞടകക ണടതണട
audio_0_69	▁ ഉ ദ ഹ രണതതന ▁നങങൾ ▁ഒര ▁ഉപ ക ര ണ തത ല ▁വ ബ ര ഷ ന കകറചച ▁ശബദ തത കകറചച ▁സസരകകനന വ ങ ക ൽ ▁നമമൾ ▁പറയ ▁നങങൾകക ▁ അ റയവനന ▁ഒര ത ര ▁ അ ഭ ക മയ മ ല ല തത ▁പരമറററ ണ ▁സ മയ ▁ 2 0 1 0 ▁കണ ക ▁നങങൾ ▁സസരകകനന ▁പരമറററകൾ ▁ഒര ▁ഷഫററ നറ ▁അളവകൾ ▁പറയ ടട
audio_0_22	▁നങങൾ ▁ ഈ ▁പരകരയയ ൽ ▁രപകൽപപന ▁ചയയണ ▁അങങന ▁ ഈ ▁ശബദ ▁ഘടക ങങൾ ▁ അ ഭ സബ ധ ന ▁ചയയ ക യ ▁വളര ▁ ക ർ ശ ന മയ ▁നയനതരണ ▁സ കഷ കകകയ ▁ ആ ▁പരതയക ▁ലവൽ
audio_0_20	▁പരമറററകള ൽ ▁ശബദ ▁ഘടക ങങള ▁വ ശ ല മയ ▁സ ഹ ഷ ണ ത ▁കറ യ കക ൻ ▁അനവദകക മനന ▁ അ ന മ ന കകനന ▁ശബദ ▁ഘടക ങങൾ ▁ ന യ ന ത ര കകനന തന ▁ചല വ റ യ തന ൽ ▁നർമമ ണ ▁ചല വ
audio_0_45	▁ 9 9 8 ▁ലവല ൽ ▁ ത ട ർ ചച യ യ ▁എന ത ങ ക ല ▁ ഉ ൽ പ ദ പപ കകനന തന ളള ▁പരകരയ ▁ ഇ പപ ഴ ▁ മ കള ല യ ▁ ത ഴ തത യ ▁സവശഷത ▁പര ധ കക ളള ല ണ ▁പ കഷ ▁ഇത ▁ ത ർ ചച യ യ ▁സ ഭ വ ന ▁ചയയണ ▁ ഈ ▁നഷട ▁സ ഭ വ കകനന ▁ഒര ▁നഷട തത നറ ▁വ ർ ച വ ൽ ▁സചക മയ ▁സ ച പപ കകനന ▁ഒര ▁സചക തത ല കക ▁ചല ▁ എ ത ർ ▁ ന ട പ ട കള ല ട ▁ ദ ർ ശ ന ക മയ ▁ കക ര യ ▁ചയയനന ▁ചല ▁ ത ര മ ന ങങൾ ▁ എ ട കകനന b ഭ രണതതന റ ▁അതന ൽ ▁അത ▁ ഇ പപ ൾ ▁പ ജ യ തത ല കക ▁ മ ട ങ ങ വരനന ▁അതന ൽ ▁ ട ഗ ചച ▁നഷട പപ ട നന ത ▁അത ണ b ഫ ഗ ഷ ൻ ▁സസരകകനന
audio_0_90	▁അതന ൽ ▁സ ഥ ല തത ▁ ന ല വ ല ളള ▁പരതയക ▁മലലഗ ▁സസററ ങങള ട ▁സ ല ടട ▁വ ത ▁ അ ള ക കക ▁എനന ▁ ല കഷ യ തത ട ▁പരതയക ▁ ര ത യ ൽ ▁അളവകൾ ▁ ആ സതര ണ ▁ചയയ ണടതണട
audio_0_59	▁അതന ൽ ▁നമമൾ ▁ ഇ പപ ൾ ▁എങങന ▁ ച ർ കകനന വ നന ▁ ന കക ▁അതന ൽ ▁ n ▁ ല ▁ n ▁മലയ ▁ എ ട ക കക ▁വ ർ ഷ ▁ ന മ കക ▁ആദയ തത ▁പ ദ തത ▁ശര ശ ര ▁ഗണനലവര ▁നഷട ▁എനന ▁പര തന ധ ക ര കകനന ▁നമമൾ കക ▁ ഇ വ ട ▁നനന ▁കണ ൻ ▁കഴയ നന തപല ▁നങങൾകക ▁ശര ശ ര ▁ അ വ ത ര പപ കക ൻ ▁സ ധ യ ത യ ണട ▁സ വ ഭ വ ▁സവശഷത കൾ ▁ μ ▁ഇത ▁ യ ഥ ർ ത ഥ തത ൽ ▁ഇത ൽ ▁പരതയക ▁വ ഴ
audio_0_64	▁ ഈ ▁പരതയക ▁മലയ ▁ ഞ ൻ ▁ ഇ വ ട ▁ ന കക യ ൽ ▁നങങൾകകറയ മനന ▁എന കക ▁പറയ ൻ ▁കഴയ ▁ഇത ▁മററ നന മ ല ല ▁അതന ൽ ▁എന കക ▁ഇത ▁ 2 ▁പല ▁കണ ന ക ▁അതന ൽ ▁ ഞ ൻ ▁ ക ര ത നന വ നന ▁നമമൾ ▁ ക ര ത നന വ ങ ക ൽ ▁ ഇ വ ട ▁ σ 2 ▁അല ല ങ ക ൽ ▁ സററ ൻ ഡ ർ ഡ ▁ ഡ വ യ ഷ നറ ▁ചതര ▁ മ ത ര മ യരകക മനന ▁ അ റ യ ക ▁സ ഥ ത വ വ ര കക ണ കക
audio_0_23	▁നങങൾ ▁വ യ ക ത മയ ▁ഒര ▁ ക ▁കറ ഞ ഞ ▁ ഉ ൽ പ ദ ന ചച ല വ ▁അനവദകക നന ▁അതന ർ ത ഥ ▁നങങൾകക ▁വളര യ ധ ക ▁നയനതരണ ▁ ഇ ല ല നന ണ ▁പരതയക ▁ ത ല ങങള ല ▁ശബദ ▁ഘടക
audio_0_61	▁ a q l ▁ k ▁അതന ൽ ▁ ഈ ▁സസററ ▁എങങന യ ണ ▁ ല ള ത മയ ▁ വരനന ത ▁നങങൾ ▁ഇത ▁സ ക വ യ ർ ▁ ബ ര കക ററ യ ▁ ത റ നന ൽ ▁നങങൾ ▁ ആ ക ▁ l e f t ▁ w i t h ▁ഉപ യ ഗ ചച ▁ അ വ ശ ഷ കകനന ▁അതന ൽ ▁ ഞ ൻ ▁പര ധ ന മയ ▁ചയയനന ത ▁അത ▁പ ദ ങങൾ ▁ ഇ വ ട ▁കറ യ കകകയ ▁ ച ർ കകകയ ▁ചയയ ക ▁എനന ത ണ ▁ഇത ▁ ഫ ല പര ദ മയ ▁ ഇ വ യ ല ല ▁ t e r m ▁ t e r m ▁എനന ▁പ ദ തത ന ▁ മ ത ര മ ▁കരണ മ ക
audio_0_57	▁ 2 ▁നമമൾ കക ▁ഇത ▁വളര ▁സ ▁ ക ര യ പര ദ മയ ▁ ര ത യ ൽ ▁പര തന ധ ക ര കക ൻ ▁കഴയ ▁കരണ ▁നമമൾ കക ▁കഴയ മനന ▁നങങൾകകറയ ▁ഒര പ കഷ ▁ ഇ വ ട ▁ചല ▁ ക ത ര മ ങങൾ ▁ ന ട തത നന തന കകറചച ▁ ച ന ത കക ക
audio_0_53	▁അതന ൽ ▁ശര ശ ര ▁ഗണനലവര ▁നഷട ▁ഇത ▁പല ▁കണകകകക ▁എലല ▁വയതയസ ത ▁നഷട ങങള ട യ ▁സ ഗ ര ഹ ▁നഷട തത നറ ▁ എ ണ ണ ▁കണ ട ▁ ഹ ര ചച ൽ ▁ n ▁അത ത ര തത ല ളള വ യ ▁അനവദകക നന ▁ ല ഭ ചച ▁ഗണനലവര ▁സവശഷത കള ട ▁പര തന ധ ന ▁ അ ള വ
audio_0_18	▁ഒര ▁സ ഹ ച ര യ ▁ഉണടക ര ത ▁അത ർ തത ▁ ര ഖ യ ല ▁അളവകൾ കക ▁ഉൽപപനന തത ന ▁ മ കക ▁ അ ള വ കള ▁ ന ട ൻ ▁കഴയ ല ല ▁ ക സ കൾ
audio_0_27	▁പരമറററകൾ ▁രപകൽപപന ▁ചയയനന തന ക കൾ ▁ഒര ▁പ ട ▁ മനന ല ണ ▁ടളറൻസ ▁ഡസ നന കകറചച ▁നമമൾ ▁സസരകകനന ത ▁ഇത ▁സ ധ ര ണ യ യ ▁പരമറററകൾ ▁ഡസ ൻ ▁ഘടട തത ▁പ ന ത ട ര നന
audio_0_80	▁അത ല നന ▁ ക ൺ ട ര ൾ ▁ചർടട കൾ കക ▁ ത യ യ റ ട കകനന ▁ ത ര മ ന ങങള ണ
audio_0_10	▁അതന ൽ ▁എങങന ▁ചയയ മനന ▁ ച ന ത ▁പരകരയ ▁അദദഹ ▁അടസഥന പര മയ ▁സ ഘ ട പപ കകനന ▁ഒര ▁പരതയക ▁രപകൽപപനയ ല ▁ഡസ ൻ ▁മററ വ മയ ▁സ യ ജ പപ ചച
audio_0_62	▁അതന ൽ ▁എന കക ▁കഴയ മനന ▁പ റ ഞ ഞ ▁പ ർ ണ ണ ▁ എ ക സ പര ഷ ന ൽ ▁ ഉ ളള തപല ▁ഇത ▁ എ ഴ ത ക ▁അതന ൽ ▁ അ വ സ ന മയ ▁എന കക ▁ അ വ ശ ഷ കകനന ▁ഇത ▁ യ ഥ ർ ത ഥ തത ൽ ▁ m u ▁ശര യ ണ ▁ഇത ▁ ഞ ന ▁ k ▁ w i t h ▁ഉപ യ ഗ ചച ▁പര വ ർ തത ന കഷ മ മ കക ▁അതന ൽ ▁ഇത ▁ k ▁ t o ▁ ന ▁ ത ല യ മ ണ നന ▁എന കക ▁പറയ ൻ ▁കഴയ
audio_0_75	▁നമമൾ ▁വയതയസ ത ▁ c o n t r o l ▁ചർടട കള കകറചച ണ ▁സസര ചച ത ▁അതന റ ▁പ ശ ച തത ല തത ൽ ▁നമമൾ ▁ ന ര തത ▁വ ശ ദ ക ര ചച തപല ▁ എ ക സ ▁ചർടട ▁ ആ ർ ▁ചർടട ▁എനന വ ▁പല ടട ▁ചയത ടട ണട
audio_0_12	▁ ഉ ദ ഹ രണതതന ▁ഒര ▁ ഓ ടട മ ടട വ ▁ അ സബ ല യ മയ ▁ബനധപപടട ▁ ഇ ന പപ റ യ നന ▁ ച ദ യ ▁പറയ ടട ▁ഡസ ൻ ▁ലവൽ ▁സസററ തത ൽ ▁നനന യ ▁ അ ഭ സബ ധ ന ▁ചയയണ ▁ ഉ ദ ഹ രണതതന ▁ഒര ൾ കക ▁അത ▁ചയയണ ▁ ആ ന ത ര ക ▁ ജ വ ല ന ▁എഞച ൻ ▁അല മ ന യ ▁അല ല ങ ക ൽ ▁ ക സററ ▁ ഇ ര മപ ▁ഉപ യ ഗ ചച ▁നർമമ കകനന ▁നങങൾകക ▁ അ റയവനന ▁ ആ നറ ▁ ല കക ▁ ബ ര കക ഗ ▁സസററ തത നറ ▁ ഈ ▁ അ ധ ക ▁സ ര കഷ ▁ ഉ ളള തന ൽ ▁ഇത ▁ഉപ യ ഗ ചച ▁അടസഥന ▁മററ ര യ ല കള മയ ▁ബനധപപടട ▁അടസഥന ▁ ച ദ യ ങങൾ ▁അല ല ങ ക ൽ ▁ഉപ യ ഗ ചച ▁ഉപ ▁ അ സബ ല കൾ ▁രപകൽപപനയ ൽ ▁ ഈ ▁സസററ ▁രപകൽപപനയ ൽ ▁ലവല ൽ ▁ അ ഭ സബ ധ ന ▁ചയയ ണടതണട
